index_symbol,index_name,currency,exchange_code,provider_guess,market_scope_guess,category_group,category,summary,stock_index_scope,source_dataset,source_url
006W.Z,STXE L.CARB.100 EW NR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STXE L.CARB.100 EW NR DL index tracks the performance of 100 European companies with low carbon emissions, equally weighted. It is a net return index, meaning it accounts for reinvested dividends after the deduction of withholding taxes, and is denominated in USD. The index uses delayed data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
006X.Z,STXE L.CARB.100 EW GR EO,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STXE L.CARB.100 EW GR EO index tracks the performance of 100 European companies with low carbon emissions, equally weighted. It is a gross return index, meaning it reflects reinvested dividends before deduction of any taxes, and is denominated in EUR. The index uses end-of-day data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
006Y.Z,STXE LO.CARB.100 EW GR DL,,ZRH,Unclassified / multiple providers,Europe,Equities,Equities,"The STXE LO.CARB.100 EW GR DL index tracks the performance of 100 European companies with low carbon emissions, equally weighted. It is a gross return index, meaning it reflects reinvested dividends before deduction of any taxes, and is denominated in USD. The index uses delayed data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0091.Z,STX.EME.MAR. 800 LO GR EO,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO GR EO index represents the performance of 800 companies in Emerging Markets with low volatility. It is a gross return index, meaning it reflects reinvested dividends before the deduction of any taxes, and is denominated in EUR. The index uses end-of-day data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0092.Z,STX.EME.MAR. 800 LO PR DL,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO PR DL index represents the performance of 800 companies in Emerging Markets with low volatility. It is a price return index, meaning it only reflects price movements and does not account for dividends, and is denominated in USD. The index uses delayed data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0093.Z,STX.EME.MAR. 800 LO NR DL,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO NR DL index represents the performance of 800 companies in Emerging Markets with low volatility. It is a net return index, meaning it accounts for reinvested dividends after the deduction of withholding taxes, and is denominated in USD. The index uses delayed data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0094.Z,STX.EME.MAR. 800 LO GR DL,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO GR DL index represents the performance of 800 companies in Emerging Markets with low volatility. It is a gross return index, meaning it reflects reinvested dividends before the deduction of any taxes, and is denominated in USD. The index uses delayed data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0096.Z,ISTX M.G.EX J.Q.D250NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0097.Z,ISTX M.G.EX J.Q.D250GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0098.Z,ISTX M.G.EX A.Q.D300PR DL,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
0099.Z,ISTX M.G.EX A.Q.D300NR DL,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009L.Z,STX EM 800 LO MIN.VAR.GR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009M.Z,STX EM 800 LO MIN.VAR.NR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009N.Z,STX EM 800 LO MIN.VAR.PR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009P.Z,STX EM 800 LO MIN.VAR.GR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009R.Z,STX EM 800 LO MIN.VAR.PR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009S.Z,STX EM 800 LO MIN.VAR.GR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009T.Z,STX EM 800 LO MIN.VAR.PR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009U.Z,STX EM 800 LO MIN.VAR.PR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009X.Z,STX EM 800 LO MIN.VAR.PR,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009Y.Z,STX.EME.MAR. 800 LO PR EO,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO PR EO index represents the performance of 800 companies in Emerging Markets with low volatility. It is a price return index, meaning it only reflects price movements and does not account for dividends, and is denominated in EUR. The index uses end-of-day data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
009Z.Z,STX.EME.MAR. 800 LO NR EO,,ZRH,Unclassified / multiple providers,Emerging Markets,Equities,Emerging Markets,"The STX.EME.MAR. 800 LO NR EO index represents the performance of 800 companies in Emerging Markets with low volatility. It is a net return index, meaning it accounts for reinvested dividends after the deduction of withholding taxes, and is denominated in EUR. The index uses end-of-day data.",Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
00A0.Z,STX GLB.CLI.CH.LEAD.NR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
00A1.Z,STX GLB.CLI.CH.LEAD.NR DL,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
00A2.Z,STX GLB.CLI.CH.LEAD.GR EO,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
00A3.Z,STX GLB.CLI.CH.LEAD.GR DL,,ZRH,Unclassified / multiple providers,Unspecified / mixed,,,,Equity-linked index (filtered from broader global index universe),JerBouma/FinanceDatabase indices.csv snapshot,https://github.com/JerBouma/FinanceDatabase/blob/main/database/indices.csv
